,fid,GEOID,COUNTYFP,NAMELSAD,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,acs_2024_tracts_berkeley_oakland_sf_density_city,acs_2024_tracts_berkeley_oakland_sf_density_NAME,acs_2024_tracts_berkeley_oakland_sf_density_year,acs_2024_tracts_berkeley_oakland_sf_density_total_pop,acs_2024_tracts_berkeley_oakland_sf_density_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_poc,acs_2024_tracts_berkeley_oakland_sf_density_median_income,acs_2024_tracts_berkeley_oakland_sf_density_median_home_value,acs_2024_tracts_berkeley_oakland_sf_density_housing_units_total,acs_2024_tracts_berkeley_oakland_sf_density_owner_occupied,acs_2024_tracts_berkeley_oakland_sf_density_renter_occupied,acs_2024_tracts_berkeley_oakland_sf_density_homeownership_rate,acs_2024_tracts_berkeley_oakland_sf_density_area_sq_miles,acs_2024_tracts_berkeley_oakland_sf_density_pop_density,weight_supply_sum, Accessibility_Index,NAME_x,group_0_17,group_18_34,group_35_49,group_50_up,NAME_y,below_high_school,high_school_grad,some_college_assoc,bachelors_plus
209,1156,6075013002,75,Census Tract 130.02,210637.0,34141.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 130.02; San Francisco County; California,2024.0,2843.0,2035.0,0.0,331.0,191.0,0.7157931762223004,0.0,0.1164263102356665,0.0671825536405205,0.2842068237776995,244215.0,2000001.0,1285.0,324.0,961.0,0.2521400778210116,0.0682067090775285,41682.11659015019,504459342.857143,177439.094,Census Tract 130.02; San Francisco County; California,624,879,831,509,Census Tract 130.02; San Francisco County; California,25,27,78,1892
210,1155,6075012802,75,Census Tract 128.02,250001.0,,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 128.02; San Francisco County; California,2024.0,1855.0,1203.0,3.0,390.0,238.0,0.6485175202156335,0.0016172506738544,0.2102425876010781,0.1283018867924528,0.3514824797843665,250001.0,2000001.0,1001.0,296.0,705.0,0.2957042957042957,0.0769104396547474,24118.96237139109,446244842.857143,240563.258,Census Tract 128.02; San Francisco County; California,152,933,357,413,Census Tract 128.02; San Francisco County; California,7,34,110,1467
211,1141,6075010902,75,Census Tract 109.02,137141.0,56249.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 109.02; San Francisco County; California,2024.0,2589.0,1563.0,0.0,571.0,304.0,0.6037079953650057,0.0,0.2205484743144071,0.1174198532251834,0.3962920046349942,155234.0,1319100.0,1461.0,184.0,1277.0,0.1259411362080766,0.0490625786212736,52769.342190208525,490437128.571429,189431.104,Census Tract 109.02; San Francisco County; California,197,1086,471,835,Census Tract 109.02; San Francisco County; California,188,143,287,1573
212,1161,6075013001,75,Census Tract 130.01,191541.0,63973.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 130.01; San Francisco County; California,2024.0,1427.0,1132.0,7.0,120.0,92.0,0.7932725998598459,0.004905395935529,0.0840925017519271,0.0644709180098108,0.2067274001401541,154659.0,2000001.0,911.0,289.0,622.0,0.3172338090010977,0.0700521249539733,20370.54551789241,516813028.571429,362167.504,Census Tract 130.01; San Francisco County; California,57,668,284,418,Census Tract 130.01; San Francisco County; California,40,34,115,1085
213,1138,6075010901,75,Census Tract 109.01,183194.0,64699.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 109.01; San Francisco County; California,2024.0,2067.0,1351.0,13.0,205.0,281.0,0.6536042573778423,0.0062893081761006,0.0991775520077406,0.1359458151910982,0.3463957426221576,183468.0,2000001.0,1058.0,152.0,906.0,0.1436672967863894,0.0476232279045276,43403.18980779301,452230728.571429,218786.032,Census Tract 109.01; San Francisco County; California,155,985,456,471,Census Tract 109.01; San Francisco County; California,30,17,113,1484
214,1148,6075010701,75,Census Tract 107.01,24085.0,8439.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 107.01; San Francisco County; California,2024.0,3021.0,124.0,0.0,2784.0,38.0,0.0410460112545514,0.0,0.9215491559086396,0.0125786163522012,0.9589539887454486,24854.0,1120400.0,1792.0,110.0,1682.0,0.0613839285714285,0.0378498808000862,79815.31080523552,414920928.571429,137345.557,Census Tract 107.01; San Francisco County; California,84,368,250,2319,Census Tract 107.01; San Francisco County; California,1483,661,306,327
215,509,6075010600,75,Census Tract 106,58060.0,40541.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 106; San Francisco County; California,2024.0,2957.0,787.0,104.0,1480.0,390.0,0.2661481230977341,0.0351707811971592,0.5005072708826513,0.1318904294893473,0.7338518769022658,75938.0,1560200.0,1723.0,161.0,1562.0,0.0934416715031921,0.0721436905702321,40987.64530380308,426847828.571429,144351.65,Census Tract 106; San Francisco County; California,209,995,453,1300,Census Tract 106; San Francisco County; California,401,279,753,1080
216,231,6075012902,75,Census Tract 129.02,205463.0,15824.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 129.02; San Francisco County; California,2024.0,2589.0,1751.0,18.0,436.0,172.0,0.6763229045963692,0.0069524913093858,0.1684047894940131,0.0664349169563538,0.3236770954036307,189444.0,1976600.0,1734.0,403.0,1331.0,0.2324106113033448,0.1368856740067953,18913.59354282373,566424528.571429,218781.201,Census Tract 129.02; San Francisco County; California,124,1372,405,688,Census Tract 129.02; San Francisco County; California,0,157,419,1657
217,1149,6075010702,75,Census Tract 107.02,77524.0,22275.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 107.02; San Francisco County; California,2024.0,1398.0,415.0,0.0,707.0,208.0,0.2968526466380544,0.0,0.505722460658083,0.1487839771101573,0.7031473533619457,84904.0,1716900.0,660.0,129.0,531.0,0.1954545454545454,0.0328702914611179,42530.80632563559,472647928.571429,338088.647,Census Tract 107.02; San Francisco County; California,131,347,266,654,Census Tract 107.02; San Francisco County; California,199,220,115,554
218,507,6075010300,75,Census Tract 103,149766.0,34614.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 103; San Francisco County; California,2024.0,3824.0,2238.0,0.0,925.0,435.0,0.5852510460251046,0.0,0.2418933054393305,0.113755230125523,0.4147489539748954,158144.0,1202500.0,2060.0,440.0,1620.0,0.2135922330097087,0.1036251409364008,36902.24172864529,484551328.571429,126713.214,Census Tract 103; San Francisco County; California,220,1422,583,1599,Census Tract 103; San Francisco County; California,217,155,321,2667
219,1123,6075010402,75,Census Tract 104.02,202050.0,62943.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 104.02; San Francisco County; California,2024.0,1924.0,1292.0,31.0,431.0,82.0,0.6715176715176715,0.0161122661122661,0.224012474012474,0.0426195426195426,0.3284823284823285,203354.0,1341500.0,1233.0,391.0,842.0,0.3171127331711273,0.0748452639750273,25706.36935213371,380717128.571429,197877.925,Census Tract 104.02; San Francisco County; California,137,559,416,812,Census Tract 104.02; San Francisco County; California,63,46,169,1449
220,1162,6075010201,75,Census Tract 102.01,147427.0,34200.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 102.01; San Francisco County; California,2024.0,2650.0,1711.0,153.0,189.0,344.0,0.6456603773584906,0.0577358490566037,0.0713207547169811,0.129811320754717,0.3543396226415094,156017.0,1927600.0,1399.0,406.0,993.0,0.2902072909220872,0.0721485127773553,36729.793837576304,444459928.571429,167720.728,Census Tract 102.01; San Francisco County; California,235,1193,348,874,Census Tract 102.01; San Francisco County; California,53,67,403,1717
221,229,6075012601,75,Census Tract 126.01,180123.0,11356.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 126.01; San Francisco County; California,2024.0,2105.0,1504.0,0.0,197.0,133.0,0.7144893111638955,0.0,0.0935866983372921,0.0631828978622327,0.2855106888361045,171058.0,2000001.0,1282.0,286.0,996.0,0.2230889235569422,0.0661630007687762,31815.364713527277,473883542.857143,225122.823,Census Tract 126.01; San Francisco County; California,221,956,432,496,Census Tract 126.01; San Francisco County; California,50,106,134,1448
222,1147,6075010401,75,Census Tract 104.01,173750.0,108948.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 104.01; San Francisco County; California,2024.0,2427.0,1266.0,7.0,585.0,467.0,0.5216316440049443,0.0028842192006592,0.2410383189122373,0.1924186238154099,0.4783683559950556,181705.0,2000001.0,953.0,233.0,720.0,0.2444910807974816,0.0548634617341898,44237.091923923246,409858928.571429,168874.713,Census Tract 104.01; San Francisco County; California,538,553,538,798,Census Tract 104.01; San Francisco County; California,113,177,143,1323
223,1115,6075010202,75,Census Tract 102.02,208750.0,53160.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 102.02; San Francisco County; California,2024.0,1839.0,1240.0,30.0,277.0,51.0,0.6742794997281131,0.0163132137030995,0.1506253398586188,0.0277324632952691,0.3257205002718869,176958.0,1417300.0,1099.0,299.0,800.0,0.2720655141037306,0.145938798479346,12601.172677602,451075928.571429,245283.267,Census Tract 102.02; San Francisco County; California,110,712,360,657,Census Tract 102.02; San Francisco County; California,11,22,165,1369
224,230,6075012602,75,Census Tract 126.02,189500.0,56360.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 126.02; San Francisco County; California,2024.0,3071.0,2508.0,8.0,212.0,137.0,0.8166720937805275,0.0026050146532074,0.0690328883099967,0.0446108759361771,0.1833279062194724,244000.0,1945300.0,1470.0,454.0,1016.0,0.308843537414966,0.2331651084656492,13170.92433001154,488813342.857143,159170.74,Census Tract 126.02; San Francisco County; California,367,1463,716,525,Census Tract 126.02; San Francisco County; California,87,42,109,2183
225,1109,6075010102,75,Census Tract 101.02,,,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 101.02; San Francisco County; California,2024.0,1917.0,617.0,385.0,770.0,112.0,0.3218570683359416,0.2008346374543557,0.4016692749087115,0.0584246218049034,0.6781429316640584,102826.0,1300000.0,930.0,264.0,666.0,0.2838709677419355,0.0307738158287547,62293.217411432524,375256228.571429,195751.815,Census Tract 101.02; San Francisco County; California,303,334,541,739,Census Tract 101.02; San Francisco County; California,189,187,369,784
226,1108,6075010101,75,Census Tract 101.01,83816.0,37733.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 101.01; San Francisco County; California,2024.0,1911.0,717.0,113.0,561.0,373.0,0.3751962323390895,0.0591313448456305,0.2935635792778649,0.195185766614338,0.6248037676609105,89022.0,1531300.0,1216.0,101.0,1115.0,0.0830592105263157,0.1917473112912064,9966.241441048243,408696628.571429,213865.321,Census Tract 101.01; San Francisco County; California,45,764,472,630,Census Tract 101.01; San Francisco County; California,192,35,341,1121
227,1189,6075020402,75,Census Tract 204.02,152138.0,33034.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 204.02; San Francisco County; California,2024.0,4061.0,2277.0,86.0,748.0,715.0,0.5606993351391283,0.0211770499876877,0.1841910859394238,0.1760650086185668,0.4393006648608717,152097.0,1215200.0,2442.0,816.0,1626.0,0.3341523341523341,0.234009861456012,17353.96950680801,559844500.0,137858.779,Census Tract 204.02; San Francisco County; California,202,1018,1200,1641,Census Tract 204.02; San Francisco County; California,29,305,473,2863
228,1245,6075012901,75,Census Tract 129.01,220096.0,46949.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 129.01; San Francisco County; California,2024.0,2830.0,1882.0,3.0,464.0,320.0,0.665017667844523,0.001060070671378,0.1639575971731448,0.1130742049469964,0.334982332155477,219125.0,1641100.0,1459.0,306.0,1153.0,0.209732693625771,0.0697627388039237,40566.06791132504,504422142.857143,178241.04,Census Tract 129.01; San Francisco County; California,361,1482,573,414,Census Tract 129.01; San Francisco County; California,58,63,115,2026
229,1325,6075031100,75,Census Tract 311,188591.0,36737.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 311; San Francisco County; California,2024.0,6073.0,2354.0,195.0,2295.0,874.0,0.3876173225753334,0.0321093364070475,0.3779021900214062,0.1439156924090235,0.6123826774246666,200545.0,1521100.0,2372.0,1432.0,940.0,0.6037099494097807,0.4151071781814429,14629.95659724655,507694400.0,83598.617,Census Tract 311; San Francisco County; California,676,1786,1125,2486,Census Tract 311; San Francisco County; California,457,429,798,2968
230,1368,6075021700,75,Census Tract 217,141250.0,43288.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 217; San Francisco County; California,2024.0,4432.0,2048.0,355.0,818.0,549.0,0.4620938628158845,0.0800992779783393,0.1845667870036101,0.1238718411552346,0.5379061371841155,133300.0,1632700.0,1802.0,1239.0,563.0,0.6875693673695893,0.4756329229645343,9318.110219065877,548744700.0,123814.237,Census Tract 217; San Francisco County; California,1046,634,1008,1744,Census Tract 217; San Francisco County; California,181,199,521,2306
231,473,6075026001,75,Census Tract 260.01,114563.0,21784.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 260.01; San Francisco County; California,2024.0,5625.0,802.0,55.0,2585.0,1955.0,0.1425777777777777,0.0097777777777777,0.4595555555555555,0.3475555555555555,0.8574222222222222,120650.0,1178700.0,1754.0,906.0,848.0,0.5165336374002281,0.1568051244376133,35872.55212592218,312678500.0,55587.289,Census Tract 260.01; San Francisco County; California,703,1568,1555,1799,Census Tract 260.01; San Francisco County; California,899,788,1305,1411
232,691,6075026002,75,Census Tract 260.02,136324.0,37319.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 260.02; San Francisco County; California,2024.0,3641.0,986.0,146.0,1194.0,1094.0,0.2708047239769294,0.0400988739357319,0.3279318868442735,0.3004669046965119,0.7291952760230707,127768.0,1151400.0,1069.0,798.0,271.0,0.7464920486435921,0.1375753026695591,26465.50601269826,314857000.0,86475.419,Census Tract 260.02; San Francisco County; California,668,379,984,1610,Census Tract 260.02; San Francisco County; California,598,644,586,1052
233,1114,6075025501,75,Census Tract 255.01,150438.0,30933.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 255.01; San Francisco County; California,2024.0,4235.0,476.0,78.0,1498.0,1744.0,0.112396694214876,0.0184179456906729,0.3537190082644628,0.411806375442739,0.8876033057851239,113920.0,1301000.0,1028.0,752.0,276.0,0.7315175097276264,0.204860182905666,20672.63603855187,399220200.0,94266.871,Census Tract 255.01; San Francisco County; California,1127,927,918,1263,Census Tract 255.01; San Francisco County; California,507,452,779,1153
234,688,6075025600,75,Census Tract 256,115739.0,33192.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 256; San Francisco County; California,2024.0,5419.0,839.0,116.0,2811.0,1470.0,0.1548256135818416,0.0214061634988005,0.5187303930614504,0.2712677615796272,0.8451743864181583,144100.0,1038100.0,1610.0,1110.0,500.0,0.6894409937888198,0.2216549281639874,24447.91119641089,353293900.0,65195.405,Census Tract 256; San Francisco County; California,1027,1187,1022,2183,Census Tract 256; San Francisco County; California,589,816,943,1534
235,1118,6075025502,75,Census Tract 255.02,161400.0,41829.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 255.02; San Francisco County; California,2024.0,3739.0,832.0,58.0,1314.0,1253.0,0.2225193902112864,0.0155121690291521,0.3514308638673442,0.3351163412677186,0.7774806097887136,180341.0,1203000.0,1201.0,818.0,383.0,0.6810990840965861,0.2094430037484997,17852.11218843009,399292500.0,106791.254,Census Tract 255.02; San Francisco County; California,560,703,1099,1377,Census Tract 255.02; San Francisco County; California,390,609,653,1371
236,444,6075025403,75,Census Tract 254.03,166935.0,45014.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 254.03; San Francisco County; California,2024.0,4410.0,1079.0,246.0,1242.0,1596.0,0.2446712018140589,0.05578231292517,0.2816326530612245,0.3619047619047619,0.755328798185941,147083.0,1550800.0,1325.0,762.0,563.0,0.5750943396226416,0.1956566333670636,22539.486262786573,403253100.0,91440.612,Census Tract 254.03; San Francisco County; California,875,754,1248,1533,Census Tract 254.03; San Francisco County; California,552,411,651,1527
237,492,6075025401,75,Census Tract 254.01,165278.0,61536.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 254.01; San Francisco County; California,2024.0,3567.0,1529.0,137.0,296.0,743.0,0.4286515278945892,0.0384076254555649,0.0829828987945051,0.2082982898794505,0.5713484721054107,204844.0,1487900.0,1329.0,762.0,567.0,0.5733634311512416,0.1498655611605559,23801.33215648226,491117400.0,137683.6,Census Tract 254.01; San Francisco County; California,974,546,985,1062,Census Tract 254.01; San Francisco County; California,63,320,329,1714
238,686,6075025300,75,Census Tract 253,168720.0,19595.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 253; San Francisco County; California,2024.0,4302.0,2018.0,55.0,378.0,1495.0,0.4690841469084147,0.0127847512784751,0.0878661087866108,0.3475127847512785,0.5309158530915853,181578.0,1523400.0,1753.0,889.0,864.0,0.5071306332002282,0.1535589212221993,28015.304912014966,541645900.0,125905.602,Census Tract 253; San Francisco County; California,532,1301,922,1547,Census Tract 253; San Francisco County; California,369,481,565,2177
239,1143,6075020701,75,Census Tract 207.01,246500.0,59332.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 207.01; San Francisco County; California,2024.0,3357.0,1924.0,146.0,524.0,404.0,0.5731307715221924,0.0434912123920166,0.1560917485850461,0.120345546619005,0.4268692284778076,223707.0,1581300.0,1514.0,466.0,1048.0,0.3077939233817701,0.0805203574240423,41691.32015051939,601094700.0,179057.105,Census Tract 207.01; San Francisco County; California,319,1085,1136,817,Census Tract 207.01; San Francisco County; California,27,87,230,2441
240,1098,6075020801,75,Census Tract 208.01,101696.0,23574.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 208.01; San Francisco County; California,2024.0,3767.0,1046.0,154.0,408.0,1789.0,0.2776745420759224,0.040881337934696,0.1083089992036103,0.4749137244491638,0.7223254579240775,133953.0,1125000.0,1418.0,318.0,1100.0,0.2242595204513399,0.0801996412842602,46970.28490000614,607437842.857143,161252.414,Census Tract 208.01; San Francisco County; California,650,1048,891,1178,Census Tract 208.01; San Francisco County; California,676,174,382,1482
241,693,6075020500,75,Census Tract 205,250001.0,,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 205; San Francisco County; California,2024.0,2789.0,1940.0,59.0,338.0,223.0,0.6955898171387594,0.0211545356758694,0.1211903908210828,0.0799569738257439,0.3044101828612405,250001.0,1934100.0,1246.0,583.0,663.0,0.4678972712680578,0.1095473160773932,25459.31840109729,584384400.0,209531.875,Census Tract 205; San Francisco County; California,413,552,874,950,Census Tract 205; San Francisco County; California,76,177,355,1726
242,58,6075020602,75,Census Tract 206.02,196417.0,72402.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 206.02; San Francisco County; California,2024.0,2379.0,1658.0,68.0,237.0,175.0,0.6969314838167298,0.0285834384195039,0.0996216897856242,0.0735603194619588,0.3030685161832702,207958.0,1584800.0,1317.0,633.0,684.0,0.4806378132118451,0.0950670070921448,25024.45456912434,595620700.0,250365.994,Census Tract 206.02; San Francisco County; California,176,403,413,1387,Census Tract 206.02; San Francisco County; California,22,30,249,1832
243,1100,6075020702,75,Census Tract 207.02,144048.0,28675.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 207.02; San Francisco County; California,2024.0,1995.0,1233.0,25.0,349.0,340.0,0.6180451127819548,0.012531328320802,0.174937343358396,0.1704260651629072,0.3819548872180451,160179.0,1697200.0,1121.0,245.0,876.0,0.2185548617305976,0.0535523603490866,37253.25993094205,644223442.857143,322919.019,Census Tract 207.02; San Francisco County; California,183,607,575,630,Census Tract 207.02; San Francisco County; California,96,89,260,1309
244,1097,6075020802,75,Census Tract 208.02,119030.0,25098.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 208.02; San Francisco County; California,2024.0,2188.0,609.0,19.0,560.0,866.0,0.2783363802559415,0.0086837294332723,0.2559414990859232,0.3957952468007312,0.7216636197440585,119667.0,,1018.0,149.0,869.0,0.1463654223968565,0.0534339858065974,40947.722071855074,691411342.857143,316001.528,Census Tract 208.02; San Francisco County; California,163,730,680,615,Census Tract 208.02; San Francisco County; California,685,41,213,795
245,697,6075017000,75,Census Tract 170,250001.0,,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 170; San Francisco County; California,2024.0,4061.0,2753.0,76.0,578.0,342.0,0.6779118443733071,0.0187146023147008,0.1423294754986456,0.0842157104161536,0.3220881556266929,229013.0,1821400.0,2201.0,1120.0,1081.0,0.5088596092685143,0.1846001875558997,21998.89422523077,650161300.0,160098.818,Census Tract 170; San Francisco County; California,401,799,1106,1755,Census Tract 170; San Francisco County; California,15,211,198,3175
246,696,6075016900,75,Census Tract 169,150139.0,44708.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 169; San Francisco County; California,2024.0,2889.0,2034.0,32.0,376.0,235.0,0.7040498442367601,0.0110764970578054,0.1301488404292142,0.0813430252682589,0.2959501557632399,201827.0,1742500.0,1507.0,511.0,996.0,0.3390842733908427,0.114548688608313,25220.71649269269,809674542.857143,280261.178,Census Tract 169; San Francisco County; California,318,902,714,955,Census Tract 169; San Francisco County; California,73,206,288,1760
247,1091,6075020102,75,Census Tract 201.02,116076.0,74559.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 201.02; San Francisco County; California,2024.0,3463.0,954.0,272.0,623.0,1453.0,0.2754836846664741,0.0785446144961016,0.1799018192318798,0.4195784002310135,0.7245163153335259,100761.0,1098000.0,1306.0,221.0,1085.0,0.169218989280245,0.0541460960718756,63956.59615797747,826903242.857143,238782.34,Census Tract 201.02; San Francisco County; California,412,390,1359,1302,Census Tract 201.02; San Francisco County; California,698,513,406,1268
248,552,6075016700,75,Census Tract 167,232895.0,32995.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 167; San Francisco County; California,2024.0,4852.0,2932.0,42.0,952.0,394.0,0.6042868920032977,0.0086562242374278,0.1962077493816982,0.0812036273701566,0.3957131079967023,239839.0,1822100.0,2392.0,767.0,1625.0,0.3206521739130434,0.1897154314697119,25575.146746956223,832271942.857143,171531.728,Census Tract 167; San Francisco County; California,333,2149,1437,933,Census Tract 167; San Francisco County; California,76,160,587,3322
249,1040,6075020101,75,Census Tract 201.01,135223.0,54637.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 201.01; San Francisco County; California,2024.0,3943.0,1350.0,233.0,789.0,1227.0,0.3423788993152422,0.0590920618818158,0.2001014455997971,0.3111843773776312,0.6576211006847579,135759.0,766800.0,1901.0,480.0,1421.0,0.2524986849026828,0.1193496765137164,33037.37483986263,998171142.857143,253150.176,Census Tract 201.01; San Francisco County; California,394,1372,1012,1165,Census Tract 201.01; San Francisco County; California,517,461,443,1913
250,226,6075016801,75,Census Tract 168.01,182344.0,48166.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 168.01; San Francisco County; California,2024.0,4223.0,1704.0,230.0,833.0,1102.0,0.4035046175704475,0.0544636514326308,0.1972531375799195,0.2609519299076486,0.5964953824295525,123147.0,1169400.0,2061.0,364.0,1697.0,0.1766132945172246,0.0911409445805352,46334.82809988228,880513942.857143,208504.367,Census Tract 168.01; San Francisco County; California,609,1146,1391,1077,Census Tract 168.01; San Francisco County; California,277,314,493,2329
251,270,6075016802,75,Census Tract 168.02,141518.0,61607.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 168.02; San Francisco County; California,2024.0,3943.0,2049.0,196.0,789.0,348.0,0.5196550849606898,0.0497083439005833,0.2001014455997971,0.0882576718234846,0.4803449150393102,135588.0,1322000.0,1924.0,300.0,1624.0,0.1559251559251559,0.0791286097897903,49830.27011942714,923824542.857143,234294.837,Census Tract 168.02; San Francisco County; California,202,2056,751,934,Census Tract 168.02; San Francisco County; California,219,278,919,1842
252,549,6075016400,75,Census Tract 164,212667.0,31860.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 164; San Francisco County; California,2024.0,3571.0,2223.0,257.0,647.0,308.0,0.6225147017642118,0.0719686362363483,0.181181741809017,0.086250350042005,0.3774852982357882,161612.0,954400.0,1753.0,281.0,1472.0,0.1602966343411294,0.1192656416112003,29941.565330619447,719807742.857143,201570.356,Census Tract 164; San Francisco County; California,326,1585,893,767,Census Tract 164; San Francisco County; California,114,139,285,2566
253,548,6075016300,75,Census Tract 163,129962.0,21621.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 163; San Francisco County; California,2024.0,3925.0,2258.0,444.0,514.0,565.0,0.5752866242038217,0.1131210191082802,0.1309554140127388,0.1439490445859872,0.4247133757961783,135658.0,1161800.0,1994.0,344.0,1650.0,0.1725175526579739,0.0950069243583382,41312.778268624425,811478742.857143,206746.177,Census Tract 163; San Francisco County; California,340,1549,1001,1035,Census Tract 163; San Francisco County; California,49,256,594,2312
254,547,6075016200,75,Census Tract 162,181425.0,87050.0,38001,San Francisco,San Francisco County,San Francisco,667000,City,City of San Francisco,2411786,San Francisco,Census Tract 162; San Francisco County; California,2024.0,3209.0,1489.0,135.0,841.0,371.0,0.4640074789654098,0.0420691804300405,0.2620754129012153,0.1156123402929261,0.5359925210345902,102035.0,,2010.0,344.0,1666.0,0.1711442786069651,0.1054192089971787,30440.372589836817,769067342.857143,239659.502,Census Tract 162; San Francisco County; California,109,1479,634,987,Census Tract 162; San Francisco County; California,233,270,381,1820
