,fid,GEOID,COUNTYFP,NAMELSAD,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,acs_2024_tracts_berkeley_oakland_sf_density_city,acs_2024_tracts_berkeley_oakland_sf_density_NAME,acs_2024_tracts_berkeley_oakland_sf_density_year,acs_2024_tracts_berkeley_oakland_sf_density_total_pop,acs_2024_tracts_berkeley_oakland_sf_density_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_poc,acs_2024_tracts_berkeley_oakland_sf_density_median_income,acs_2024_tracts_berkeley_oakland_sf_density_median_home_value,acs_2024_tracts_berkeley_oakland_sf_density_housing_units_total,acs_2024_tracts_berkeley_oakland_sf_density_owner_occupied,acs_2024_tracts_berkeley_oakland_sf_density_renter_occupied,acs_2024_tracts_berkeley_oakland_sf_density_homeownership_rate,acs_2024_tracts_berkeley_oakland_sf_density_area_sq_miles,acs_2024_tracts_berkeley_oakland_sf_density_pop_density,weight_supply_sum, Accessibility_Index,NAME_x,group_0_17,group_18_34,group_35_49,group_50_up,NAME_y,below_high_school,high_school_grad,some_college_assoc,bachelors_plus
118,456,6001430400,1,Census Tract 4304,206750.0,34262.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4304; Alameda County; California,2024.0,2160.0,761.0,64.0,986.0,220.0,0.3523148148148148,0.0296296296296296,0.4564814814814815,0.1018518518518518,0.6476851851851853,193958.0,1165100.0,707.0,646.0,61.0,0.9137199434229136,1.1215069615150006,1925.980019849488,,,Census Tract 4304; Alameda County; California,461,255,656,788,Census Tract 4304; Alameda County; California,51,168,317,1092
119,310,6001409200,1,Census Tract 4092,73621.0,9788.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4092; Alameda County; California,2024.0,3785.0,100.0,999.0,150.0,2340.0,0.0264200792602377,0.2639365918097754,0.0396301188903566,0.618229854689564,0.9735799207397622,85769.0,607100.0,1046.0,600.0,446.0,0.5736137667304015,0.2750166313373732,13762.80402241128,70921300.0,18737.464,Census Tract 4092; Alameda County; California,982,1002,802,999,Census Tract 4092; Alameda County; California,755,645,525,451
120,309,6001409100,1,Census Tract 4091,72204.0,13022.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4091; Alameda County; California,2024.0,2455.0,211.0,441.0,129.0,1632.0,0.0859470468431772,0.1796334012219959,0.0525458248472505,0.664765784114053,0.9140529531568228,85707.0,567500.0,683.0,433.0,250.0,0.6339677891654466,0.1862666669853786,13180.02861023282,65382300.0,26632.301,Census Tract 4091; Alameda County; California,566,649,507,733,Census Tract 4091; Alameda County; California,555,394,554,219
121,619,6001432502,1,Census Tract 4325.02,97412.0,19363.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4325.02; Alameda County; California,2024.0,5104.0,456.0,619.0,2314.0,1599.0,0.0893416927899686,0.1212774294670846,0.4533699059561129,0.3132836990595611,0.9106583072100314,104089.0,767600.0,1416.0,594.0,822.0,0.4194915254237288,0.3184174245588032,16029.27354579312,54506400.0,10679.154,Census Tract 4325.02; Alameda County; California,932,1447,1149,1576,Census Tract 4325.02; Alameda County; California,558,747,972,1282
122,877,6001432800,1,Census Tract 4328,135313.0,27831.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4328; Alameda County; California,2024.0,3930.0,1317.0,352.0,1222.0,629.0,0.3351145038167939,0.0895674300254452,0.310941475826972,0.1600508905852417,0.664885496183206,134211.0,1118400.0,1474.0,1222.0,252.0,0.8290366350067843,1.488062301371277,2641.018454925195,49416000.0,12574.046,Census Tract 4328; Alameda County; California,740,426,935,1829,Census Tract 4328; Alameda County; California,245,483,843,1428
123,45,6001403401,1,Census Tract 4034.01,69984.0,15753.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4034.01; Alameda County; California,2024.0,2724.0,1188.0,443.0,611.0,208.0,0.4361233480176211,0.1626284875183553,0.224302496328928,0.0763582966226138,0.5638766519823788,70472.0,949000.0,1969.0,360.0,1609.0,0.1828339258506856,0.4409519069066329,6177.544438143862,369241800.0,135551.322,Census Tract 4034.01; Alameda County; California,84,673,658,1309,Census Tract 4034.01; Alameda County; California,280,129,466,1671
124,1017,6001401200,1,Census Tract 4012,115045.0,41439.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4012; Alameda County; California,2024.0,3073.0,1814.0,136.0,476.0,366.0,0.5903026358607224,0.044256426944354,0.1548974943052392,0.1191018548649528,0.4096973641392776,123750.0,1301600.0,1578.0,649.0,929.0,0.4112801013941698,0.2566051378766553,11975.598093741704,438572200.0,142717.93,Census Tract 4012; Alameda County; California,322,975,1115,661,Census Tract 4012; Alameda County; California,27,145,353,2102
125,162,6001403502,1,Census Tract 4035.02,108478.0,38557.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4035.02; Alameda County; California,2024.0,2052.0,922.0,406.0,215.0,298.0,0.449317738791423,0.1978557504873294,0.1047758284600389,0.145224171539961,0.550682261208577,115000.0,769000.0,1180.0,119.0,1061.0,0.1008474576271186,0.0657453041307516,31211.354592246826,344694400.0,167979.727,Census Tract 4035.02; Alameda County; California,156,810,520,566,Census Tract 4035.02; Alameda County; California,58,70,476,1154
126,654,6001405302,1,Census Tract 4053.02,63709.0,10356.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4053.02; Alameda County; California,2024.0,2501.0,812.0,428.0,729.0,286.0,0.3246701319472211,0.1711315473810475,0.291483406637345,0.1143542582966813,0.6753298680527788,61806.0,739600.0,1558.0,62.0,1496.0,0.0397946084724005,0.078594507881643,31821.561931099608,177196700.0,70850.34,Census Tract 4053.02; Alameda County; California,119,1042,382,958,Census Tract 4053.02; Alameda County; California,230,295,424,1315
127,920,6001403600,1,Census Tract 4036,99925.0,11672.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4036; Alameda County; California,2024.0,4839.0,1762.0,992.0,480.0,853.0,0.364124819177516,0.205001033271337,0.0991940483570985,0.1762760901012605,0.6358751808224841,103459.0,896400.0,2842.0,440.0,2402.0,0.1548205489092188,0.1532862378780539,31568.391702911,333286600.0,68875.098,Census Tract 4036; Alameda County; California,595,1302,1519,1423,Census Tract 4036; Alameda County; California,329,318,739,2810
128,910,6001404000,1,Census Tract 4040,98214.0,30785.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4040; Alameda County; California,2024.0,2847.0,1433.0,545.0,254.0,421.0,0.5033368458025992,0.1914295749912188,0.0892167193537056,0.1478749560941341,0.4966631541974008,92500.0,866700.0,1734.0,471.0,1263.0,0.2716262975778546,0.1455729760147861,19557.20132911774,361293600.0,126903.267,Census Tract 4040; Alameda County; California,304,865,757,921,Census Tract 4040; Alameda County; California,167,145,335,1768
129,168,6001403702,1,Census Tract 4037.02,115156.0,24746.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4037.02; Alameda County; California,2024.0,2198.0,1189.0,243.0,219.0,309.0,0.5409463148316651,0.1105550500454959,0.0996360327570518,0.140582347588717,0.4590536851683349,117470.0,897100.0,1259.0,230.0,1029.0,0.1826846703733121,0.0780184470001004,28172.82430650243,316544200.0,144014.65,Census Tract 4037.02; Alameda County; California,191,874,584,549,Census Tract 4037.02; Alameda County; California,24,200,240,1356
130,653,6001404101,1,Census Tract 4041.01,128711.0,23998.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4041.01; Alameda County; California,2024.0,3267.0,2180.0,238.0,269.0,305.0,0.667278849097031,0.0728497092133455,0.0823385368839914,0.0933578206305479,0.332721150902969,125729.0,1158400.0,1768.0,667.0,1101.0,0.377262443438914,0.2248052173027029,14532.580868000694,304424900.0,93181.788,Census Tract 4041.01; Alameda County; California,367,801,891,1208,Census Tract 4041.01; Alameda County; California,59,159,390,2166
131,74,6001405301,1,Census Tract 4053.01,112656.0,34438.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4053.01; Alameda County; California,2024.0,2979.0,1215.0,796.0,363.0,278.0,0.4078549848942598,0.2672037596508895,0.1218529707955689,0.0933199060087277,0.5921450151057401,110913.0,815800.0,1542.0,104.0,1438.0,0.0674448767833981,0.0898522211257231,33154.43917442752,163997400.0,55051.158,Census Tract 4053.01; Alameda County; California,286,1206,860,627,Census Tract 4053.01; Alameda County; California,99,235,387,1903
132,669,6001405401,1,Census Tract 4054.01,70231.0,13508.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4054.01; Alameda County; California,2024.0,3796.0,626.0,545.0,1315.0,920.0,0.1649104320337197,0.1435721812434141,0.3464172813487882,0.2423603793466807,0.8350895679662803,76071.0,665200.0,1598.0,171.0,1427.0,0.1070087609511889,0.1227290698626981,30929.917453515583,168602500.0,44415.832,Census Tract 4054.01; Alameda County; California,419,1105,1035,1237,Census Tract 4054.01; Alameda County; California,539,376,701,1404
133,909,6001403900,1,Census Tract 4039,126075.0,35815.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4039; Alameda County; California,2024.0,3767.0,2351.0,272.0,459.0,523.0,0.6241040615874701,0.0722059994690735,0.1218476241040616,0.1388372710379612,0.3758959384125299,107219.0,573300.0,2259.0,756.0,1503.0,0.3346613545816733,0.1907802883307748,19745.2264747015,352457000.0,93564.375,Census Tract 4039; Alameda County; California,383,1129,997,1258,Census Tract 4039; Alameda County; California,156,137,569,2494
134,1224,6001403701,1,Census Tract 4037.01,84063.0,16264.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4037.01; Alameda County; California,2024.0,2602.0,1183.0,451.0,518.0,235.0,0.4546502690238278,0.1733282090699462,0.1990776325903151,0.090315142198309,0.5453497309761721,94366.0,686000.0,1636.0,234.0,1402.0,0.1430317848410758,0.0654067253888458,39781.84176827374,250078100.0,96109.954,Census Tract 4037.01; Alameda County; California,265,806,525,1006,Census Tract 4037.01; Alameda County; California,58,134,547,1502
135,1225,6001404102,1,Census Tract 4041.02,98472.0,20083.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4041.02; Alameda County; California,2024.0,2546.0,1437.0,107.0,291.0,427.0,0.5644147682639434,0.0420267085624509,0.1142969363707776,0.1677140612725844,0.4355852317360565,110920.0,644100.0,1567.0,336.0,1231.0,0.2144224633056796,0.0835543357524205,30471.189520841133,262734200.0,103194.894,Census Tract 4041.02; Alameda County; California,265,486,643,1152,Census Tract 4041.02; Alameda County; California,48,167,391,1665
136,976,6001404200,1,Census Tract 4042,247619.0,38018.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4042; Alameda County; California,2024.0,3661.0,2456.0,191.0,314.0,303.0,0.670854957661841,0.0521715378311936,0.0857689155968314,0.082764272056815,0.329145042338159,250001.0,1761900.0,1448.0,1240.0,208.0,0.856353591160221,1.0442593884498974,3505.8339340711145,343523900.0,93833.352,Census Tract 4042; Alameda County; California,810,586,640,1625,Census Tract 4042; Alameda County; California,78,49,288,2139
137,663,6001405200,1,Census Tract 4052,105222.0,17818.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4052; Alameda County; California,2024.0,5254.0,1549.0,593.0,1738.0,664.0,0.2948229920060906,0.1128663875142748,0.3307955843167111,0.1263799010277883,0.7051770079939095,131563.0,1106400.0,2367.0,568.0,1799.0,0.2399662019433882,0.3290783211326417,15965.804073378227,305298900.0,58107.899,Census Tract 4052; Alameda County; California,787,1370,1472,1625,Census Tract 4052; Alameda County; California,183,463,738,2893
138,476,6001426200,1,Census Tract 4262,250001.0,,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4262; Alameda County; California,2024.0,4843.0,3121.0,54.0,922.0,264.0,0.644435267396242,0.0111501135659715,0.1903778649597357,0.0545116663225273,0.355564732603758,250001.0,2000001.0,1692.0,1418.0,274.0,0.8380614657210402,0.5260267588877612,9206.75596473478,270120100.0,55775.367,Census Tract 4262; Alameda County; California,1360,354,1068,2061,Census Tract 4262; Alameda County; California,74,151,236,2841
139,664,6001405500,1,Census Tract 4055,82222.0,20399.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4055; Alameda County; California,2024.0,3674.0,818.0,848.0,1246.0,561.0,0.2226456178551986,0.230811105062602,0.3391399020141535,0.1526946107784431,0.7773543821448013,92837.0,869700.0,1657.0,538.0,1119.0,0.3246831623415812,0.1574941343118264,23327.85291372033,205852600.0,56029.559,Census Tract 4055; Alameda County; California,364,1025,989,1296,Census Tract 4055; Alameda County; California,423,601,889,1211
140,908,6001403800,1,Census Tract 4038,154524.0,14436.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4038; Alameda County; California,2024.0,4056.0,2475.0,353.0,490.0,360.0,0.610207100591716,0.0870315581854043,0.1208086785009862,0.0887573964497041,0.389792899408284,159917.0,1515600.0,1941.0,759.0,1182.0,0.3910355486862442,0.2472845690179896,16402.155686895814,326647600.0,80534.418,Census Tract 4038; Alameda County; California,699,695,1457,1205,Census Tract 4038; Alameda County; California,55,175,540,2496
141,949,6001405000,1,Census Tract 4050,152857.0,46578.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4050; Alameda County; California,2024.0,3566.0,1970.0,313.0,436.0,462.0,0.5524397083567022,0.0877734155916993,0.1222658440830061,0.129556926528323,0.4475602916432978,136406.0,1404000.0,1581.0,1047.0,534.0,0.6622390891840607,0.3108658745714607,11471.18513704939,300833400.0,84361.582,Census Tract 4050; Alameda County; California,759,489,904,1414,Census Tract 4050; Alameda County; California,106,236,541,1792
142,667,6001405100,1,Census Tract 4051,250001.0,,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4051; Alameda County; California,2024.0,4476.0,2966.0,181.0,551.0,311.0,0.662645218945487,0.040437890974084,0.123100983020554,0.0694816800714924,0.337354781054513,250001.0,1900100.0,1708.0,1597.0,111.0,0.9350117096018736,0.4864791676020199,9200.805087016051,288877800.0,64539.276,Census Tract 4051; Alameda County; California,1068,511,1139,1758,Census Tract 4051; Alameda County; California,9,159,411,2694
143,655,6001405600,1,Census Tract 4056,80669.0,18556.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4056; Alameda County; California,2024.0,3277.0,864.0,358.0,1086.0,767.0,0.2636557827281049,0.1092462618248397,0.3314006713457431,0.2340555386023802,0.736344217271895,95455.0,890900.0,1504.0,471.0,1033.0,0.3131648936170212,0.1659465578861851,19747.32131682743,226832500.0,69219.561,Census Tract 4056; Alameda County; California,363,986,1015,913,Census Tract 4056; Alameda County; California,380,241,617,1506
144,658,6001405800,1,Census Tract 4058,67222.0,10099.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4058; Alameda County; California,2024.0,4590.0,479.0,820.0,2250.0,829.0,0.1043572984749455,0.1786492374727669,0.4901960784313725,0.1806100217864923,0.8956427015250544,68378.0,790500.0,1378.0,603.0,775.0,0.4375907111756168,0.2007328701774708,22866.210182427592,188208800.0,41004.096,Census Tract 4058; Alameda County; California,946,1250,1185,1209,Census Tract 4058; Alameda County; California,1010,865,729,663
145,928,6001426100,1,Census Tract 4261,250001.0,,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4261; Alameda County; California,2024.0,6102.0,4225.0,31.0,1269.0,151.0,0.6923959357587676,0.0050803015404785,0.2079646017699115,0.024745984922976,0.3076040642412324,250001.0,2000001.0,2172.0,2094.0,78.0,0.9640883977900552,1.182313326574156,5161.06844340579,218579200.0,35820.911,Census Tract 4261; Alameda County; California,1910,309,1468,2415,Census Tract 4261; Alameda County; California,0,115,277,3668
146,657,6001405700,1,Census Tract 4057,74547.0,16003.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4057; Alameda County; California,2024.0,3927.0,487.0,846.0,885.0,1472.0,0.1240132416603004,0.215431627196333,0.2253628724216959,0.3748408454290807,0.8759867583396995,89500.0,845300.0,1472.0,479.0,993.0,0.3254076086956521,0.2121730632143368,18508.47577212453,237040500.0,60361.727,Census Tract 4057; Alameda County; California,904,1035,695,1293,Census Tract 4057; Alameda County; California,622,436,727,982
147,1008,6001404400,1,Census Tract 4044,184737.0,48773.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4044; Alameda County; California,2024.0,5567.0,2958.0,74.0,1294.0,167.0,0.53134542841746,0.0132926172085503,0.232441171187354,0.0299982037003772,0.46865457158254,231597.0,1412800.0,2407.0,2146.0,261.0,0.891566265060241,1.6143318826511976,3448.485444552692,248791200.0,44690.354,Census Tract 4044; Alameda County; California,1075,672,1526,2294,Census Tract 4044; Alameda County; California,77,151,342,3746
148,668,6001404900,1,Census Tract 4049,151860.0,35377.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4049; Alameda County; California,2024.0,4929.0,2384.0,188.0,823.0,768.0,0.483668086833029,0.0381416108744167,0.1669709880300263,0.1558125380401704,0.516331913166971,132849.0,1219900.0,2113.0,1271.0,842.0,0.6015144344533838,0.3927331613277191,12550.506260628596,285404200.0,57903.064,Census Tract 4049; Alameda County; California,938,911,1111,1969,Census Tract 4049; Alameda County; California,240,255,672,2500
149,682,6001406300,1,Census Tract 4063,62837.0,24190.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4063; Alameda County; California,2024.0,4378.0,411.0,638.0,1024.0,1715.0,0.0938784833257195,0.1457286432160804,0.2338967565098218,0.3917313841936957,0.9061215166742804,68399.0,747300.0,1441.0,603.0,838.0,0.4184594031922276,0.1879148445244605,23297.78688362283,212862200.0,48620.877,Census Tract 4063; Alameda County; California,1115,775,1144,1344,Census Tract 4063; Alameda County; California,836,586,751,857
150,656,6001406400,1,Census Tract 4064,72955.0,34494.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4064; Alameda County; California,2024.0,2370.0,743.0,308.0,409.0,746.0,0.3135021097046414,0.1299578059071729,0.1725738396624472,0.3147679324894514,0.6864978902953587,80104.0,810900.0,772.0,394.0,378.0,0.5103626943005182,0.218474268684735,10847.959415394502,275398900.0,116202.068,Census Tract 4064; Alameda County; California,525,256,419,1170,Census Tract 4064; Alameda County; California,393,368,356,637
151,907,6001404501,1,Census Tract 4045.01,232112.0,54641.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4045.01; Alameda County; California,2024.0,1794.0,1098.0,67.0,213.0,158.0,0.6120401337792643,0.0373467112597547,0.1187290969899665,0.0880713489409141,0.3879598662207357,250001.0,2000001.0,702.0,585.0,117.0,0.8333333333333334,0.4263251826440865,4208.055430536703,300904100.0,167728.038,Census Tract 4045.01; Alameda County; California,330,195,300,969,Census Tract 4045.01; Alameda County; California,57,110,133,1062
152,676,6001406602,1,Census Tract 4066.02,58869.0,21718.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4066.02; Alameda County; California,2024.0,2837.0,413.0,563.0,474.0,1066.0,0.1455763130066972,0.1984490659146986,0.1670778991892844,0.3757490306661967,0.8544236869933028,74551.0,877700.0,980.0,280.0,700.0,0.2857142857142857,0.1613884623946873,17578.70394143732,248383500.0,87551.463,Census Tract 4066.02; Alameda County; California,721,597,770,749,Census Tract 4066.02; Alameda County; California,406,401,370,729
153,662,6001404800,1,Census Tract 4048,114083.0,51184.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4048; Alameda County; California,2024.0,2755.0,1512.0,245.0,384.0,323.0,0.5488203266787659,0.0889292196007259,0.1393829401088929,0.1172413793103448,0.4511796733212341,101607.0,1218800.0,1184.0,731.0,453.0,0.6173986486486487,0.2379900814240949,11576.11268299299,244827800.0,88866.715,Census Tract 4048; Alameda County; California,597,399,624,1135,Census Tract 4048; Alameda County; California,143,73,386,1460
154,936,6001404502,1,Census Tract 4045.02,227361.0,30663.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4045.02; Alameda County; California,2024.0,6286.0,3830.0,326.0,1213.0,335.0,0.6092904867960547,0.0518612790327712,0.1929685014317531,0.0532930321349029,0.3907095132039453,250001.0,1420300.0,2590.0,2487.0,103.0,0.9602316602316602,1.1973172763772286,5250.07040658413,273877300.0,43569.408,Census Tract 4045.02; Alameda County; California,1267,678,1445,2896,Census Tract 4045.02; Alameda County; California,27,173,435,4202
155,661,6001404700,1,Census Tract 4047,250001.0,,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4047; Alameda County; California,2024.0,2211.0,1414.0,70.0,300.0,225.0,0.6395296246042514,0.031659882406151,0.1356852103120759,0.1017639077340569,0.3604703753957485,250001.0,1571600.0,857.0,808.0,49.0,0.942823803967328,0.4610731614780932,4795.334417019739,233401100.0,105563.591,Census Tract 4047; Alameda County; California,439,168,465,1139,Census Tract 4047; Alameda County; California,9,42,236,1448
156,1010,6001406700,1,Census Tract 4067,143887.0,21641.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4067; Alameda County; California,2024.0,5778.0,2537.0,540.0,1044.0,1126.0,0.4390792661820699,0.0934579439252336,0.1806853582554517,0.1948771201107649,0.5609207338179301,134087.0,1175900.0,2186.0,1449.0,737.0,0.6628545288197621,0.6637536953966978,8705.036280885384,284086700.0,49166.961,Census Tract 4067; Alameda County; California,1035,1206,1388,2149,Census Tract 4067; Alameda County; California,439,522,780,2499
157,354,6001407000,1,Census Tract 4070,89755.0,23660.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4070; Alameda County; California,2024.0,6290.0,978.0,819.0,1632.0,2538.0,0.1554848966613672,0.1302066772655008,0.2594594594594595,0.4034976152623211,0.8445151033386328,70956.0,720900.0,2195.0,1165.0,1030.0,0.530751708428246,0.3326802939108602,18907.041129659967,238522600.0,37920.922,Census Tract 4070; Alameda County; California,1443,1553,1444,1850,Census Tract 4070; Alameda County; California,1434,800,1086,1341
158,1009,6001404600,1,Census Tract 4046,222617.0,36712.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4046; Alameda County; California,2024.0,4697.0,2699.0,412.0,590.0,224.0,0.5746220992122631,0.0877155631253991,0.1256120928252075,0.0476900149031296,0.4253779007877368,233194.0,1315700.0,1885.0,1678.0,207.0,0.890185676392573,1.89070476416626,2484.2588271951736,243100500.0,51756.547,Census Tract 4046; Alameda County; California,853,371,1235,2238,Census Tract 4046; Alameda County; California,88,179,437,3067
159,938,6001406800,1,Census Tract 4068,131161.0,33849.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4068; Alameda County; California,2024.0,3747.0,1288.0,806.0,536.0,672.0,0.3437416599946624,0.2151054176674673,0.1430477715505738,0.1793434747798238,0.6562583400053377,127966.0,1044000.0,1439.0,1024.0,415.0,0.7116052814454482,0.3474006828894673,10785.816449279071,287809200.0,76810.568,Census Tract 4068; Alameda County; California,825,780,748,1394,Census Tract 4068; Alameda County; California,282,289,600,1673
160,65,6001408000,1,Census Tract 4080,192159.0,29195.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4080; Alameda County; California,2024.0,2758.0,1673.0,175.0,551.0,286.0,0.6065989847715736,0.0634517766497461,0.1997824510514866,0.103698332124728,0.3934010152284264,216989.0,1298200.0,1005.0,864.0,141.0,0.8597014925373134,0.7493601151589151,3680.4734388820752,216453100.0,78481.907,Census Tract 4080; Alameda County; California,309,728,443,1278,Census Tract 4080; Alameda County; California,11,117,253,1616
161,870,6001407900,1,Census Tract 4079,124523.0,40242.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4079; Alameda County; California,2024.0,3047.0,1191.0,481.0,400.0,510.0,0.3908762717426977,0.157860190351165,0.1312766655726944,0.1673777486051854,0.6091237282573023,89987.0,1108800.0,1277.0,935.0,342.0,0.7321848081440877,0.4199293544279832,7255.982388157988,274336100.0,90034.821,Census Tract 4079; Alameda County; California,643,652,682,1070,Census Tract 4079; Alameda County; California,67,205,619,1356
162,1213,6001405902,1,Census Tract 4059.02,69097.0,13382.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4059.02; Alameda County; California,2024.0,2969.0,338.0,270.0,1151.0,925.0,0.1138430447962276,0.0909397103401818,0.3876726170427753,0.3115527113506231,0.8861569552037724,78438.0,801800.0,937.0,347.0,590.0,0.3703308431163287,0.1875423113507538,15831.09421343956,196275500.0,66108.286,Census Tract 4059.02; Alameda County; California,618,892,623,836,Census Tract 4059.02; Alameda County; California,647,450,427,646
163,1239,6001406900,1,Census Tract 4069,137943.0,18046.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4069; Alameda County; California,2024.0,4142.0,1599.0,531.0,744.0,623.0,0.3860453887011105,0.1281989377112506,0.1796233703524867,0.1504104297440849,0.6139546112988894,166579.0,1097700.0,1620.0,1072.0,548.0,0.6617283950617284,0.3317803658271676,12484.162496094385,276930600.0,66859.15,Census Tract 4069; Alameda County; California,767,754,924,1697,Census Tract 4069; Alameda County; California,127,166,675,2101
164,1268,6001406601,1,Census Tract 4066.01,75000.0,15335.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4066.01; Alameda County; California,2024.0,4426.0,1034.0,1220.0,816.0,1163.0,0.2336195210122006,0.2756439222774514,0.184365115228197,0.2627654767284229,0.7663804789877994,80729.0,788300.0,1891.0,882.0,1009.0,0.4664198836594394,0.2836465081469101,15603.92909087964,274464900.0,62011.952,Census Tract 4066.01; Alameda County; California,638,1144,1056,1588,Census Tract 4066.01; Alameda County; California,325,826,872,1272
165,1269,6001405402,1,Census Tract 4054.02,61204.0,28532.0,1017,Oakland,Alameda County,Oakland,653000,City,City of Oakland,2411292,Oakland,Census Tract 4054.02; Alameda County; California,2024.0,3212.0,424.0,315.0,1393.0,968.0,0.1320049813200498,0.0980697384806973,0.4336861768368618,0.3013698630136986,0.8679950186799502,38552.0,728400.0,1257.0,143.0,1114.0,0.1137629276054097,0.1101921224467578,29149.089142483484,170240100.0,53001.276,Census Tract 4054.02; Alameda County; California,538,865,667,1142,Census Tract 4054.02; Alameda County; California,687,459,549,648
