fid,GEOID,COUNTYFP,NAMELSAD,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,acs_2024_tracts_berkeley_oakland_sf_density_city,acs_2024_tracts_berkeley_oakland_sf_density_NAME,acs_2024_tracts_berkeley_oakland_sf_density_year,acs_2024_tracts_berkeley_oakland_sf_density_total_pop,acs_2024_tracts_berkeley_oakland_sf_density_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_poc,acs_2024_tracts_berkeley_oakland_sf_density_median_income,acs_2024_tracts_berkeley_oakland_sf_density_median_home_value,acs_2024_tracts_berkeley_oakland_sf_density_housing_units_total,acs_2024_tracts_berkeley_oakland_sf_density_owner_occupied,acs_2024_tracts_berkeley_oakland_sf_density_renter_occupied,acs_2024_tracts_berkeley_oakland_sf_density_homeownership_rate,acs_2024_tracts_berkeley_oakland_sf_density_area_sq_miles,acs_2024_tracts_berkeley_oakland_sf_density_pop_density,weight_supply_sum,Accessibility_Index
288,"06075980300","075",Census Tract 9803,,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 9803; San Francisco County; California","2024","58","34","0","8","11","0.5862068965517241","0","0.13793103448275862","0.1896551724137931","0.4137931034482759","107188",NA,"46","0","46","0","1.713716073089234","33.84457957230113",,
1125,"06075047904","075",Census Tract 479.04,84880.000000000000000,30787.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 479.04; San Francisco County; California","2024","3077","1550","93","867","243","0.5037374065648359","0.030224244393890154","0.281767955801105","0.07897302567435814","0.4962625934351641","105577","1631000","1380","695","685","0.5036231884057971","0.2844829995377299","10816.112052389652",,
1258,"06075047802","075",Census Tract 478.02,125682.000000000000000,13514.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 478.02; San Francisco County; California","2024","3581","1355","15","1542","558","0.37838592571907287","0.004188774085450991","0.4306059759843619","0.15582239597877687","0.6216140742809271","129415","1540000","1418","685","733","0.4830747531734838","0.1310707502006794","27321.122329102516",,
286,"06075047801","075",Census Tract 478.01,163178.000000000000000,27295.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 478.01; San Francisco County; California","2024","4132","1570","47","1987","348","0.3799612778315586","0.011374636979670862","0.4808809293320426","0.08422071636011616","0.6200387221684414","172375","1656400","1732","891","841","0.5144341801385681","0.1839167432399474","22466.687519630428",,
441,"06075047702","075",Census Tract 477.02,114892.000000000000000,17552.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 477.02; San Francisco County; California","2024","3135","1317","1","1450","166","0.4200956937799043","3.189792663476874e-4","0.4625199362041467","0.05295055821371611","0.5799043062200957","112500","1558500","1552","608","944","0.3917525773195876","0.13621922748564494","23014.37218420852",,
1052,"06075045201","075",Census Tract 452.01,139659.000000000000000,68743.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 452.01; San Francisco County; California","2024","3045","1210","130","1194","286","0.3973727422003284","0.042692939244663386","0.3921182266009852","0.09392446633825945","0.6026272577996716","166944","1690300","1324","674","650","0.5090634441087614","0.1367782881909629","22262.305226021876",,
1129,"06075047903","075",Census Tract 479.03,147768.000000000000000,30841.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 479.03; San Francisco County; California","2024","3348","1781","28","1143","201","0.5319593787335722","0.008363201911589008","0.34139784946236557","0.06003584229390681","0.46804062126642776","144766","1545500","1405","897","508","0.6384341637010676","0.15140743891868927","22112.519859727534",,
1133,"06075045202","075",Census Tract 452.02,154375.000000000000000,55571.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 452.02; San Francisco County; California","2024","3332","1428","37","1230","358","0.42857142857142855","0.011104441776710685","0.36914765906362546","0.10744297719087635","0.5714285714285714","133977","1708300","1489","425","1064","0.28542646071188715","0.0919229897267613","36247.73312861432",,
494,"06075045100","075",Census Tract 451,190389.000000000000000,48005.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 451; San Francisco County; California","2024","4713","2481","5","1299","529","0.5264162953532782","0.0010608953957139827","0.27562062380649266","0.11224273286653937","0.47358370464672184","211111","1752400","1904","482","1422","0.25315126050420167","0.14834935656159426","31769.601899440495",,
284,"06075042601","075",Census Tract 426.01,124324.000000000000000,14834.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 426.01; San Francisco County; California","2024","4342","1867","26","1550","438","0.42998618148318746","0.005988023952095809","0.35697835099032704","0.10087517273146016","0.5700138185168125","138646","2000001","1735","466","1269","0.2685878962536023","0.11326436648662257","38335.09279825288",,
285,"06075042602","075",Census Tract 426.02,155750.000000000000000,24419.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 426.02; San Francisco County; California","2024","3202","1468","20","1156","395","0.4584634603372892","0.006246096189881324","0.3610243597751405","0.12336039975015615","0.5415365396627108","156726","1712500","1367","495","872","0.3621068032187271","0.1282008599851194","24976.431518257086",,
291,"06075980200","075",Census Tract 9802,,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 9802; San Francisco County; California","2024","160","22","47","30","30","0.1375","0.29375","0.1875","0.1875","0.8625",NA,NA,"0","0","0",NA,"0.3844684212268571","416.15901636194815",,
1333,"06075040100","075",Census Tract 401,136429.000000000000000,27800.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 401; San Francisco County; California","2024","4315","1896","8","1518","470","0.43939745075318654","0.0018539976825028969","0.35179606025492466","0.10892236384704519","0.5606025492468134","175144","1669600","1742","709","1033","0.40700344431687713","0.16205656775124802","26626.504928966508",,
1334,"06075040200","075",Census Tract 402,184617.000000000000000,52422.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 402; San Francisco County; California","2024","4719","2372","51","1551","406","0.5026488662852299","0.01080737444373808","0.32867132867132864","0.08603517694426785","0.49735113371477013","187679","2000001","2213","716","1497","0.3235427022141889","0.2056927963061855","22941.97990762641",,
1335,"06075042700","075",Census Tract 427,104414.000000000000000,30689.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 427; San Francisco County; California","2024","5134","1520","263","2406","563","0.2960654460459681","0.05122711336190105","0.4686404363069731","0.10966108297623685","0.7039345539540319","102584","1461900","2707","590","2117","0.21795345400812707","0.1582319079843267","32446.04748435781",,
1336,"06075042800","075",Census Tract 428,250001.000000000000000,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 428; San Francisco County; California","2024","2471","1562","31","551","169","0.632132739781465","0.01254552812626467","0.22298664508296237","0.06839336301092674","0.367867260218535","250001","2000001","959","734","225","0.7653806047966631","0.22525437828998537","10969.820070795306",,
1337,"06075047600","075",Census Tract 476,169563.000000000000000,38204.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 476; San Francisco County; California","2024","5098","1821","78","2370","282","0.35719890153001177","0.015300117693213025","0.4648881914476265","0.05531581012161632","0.6428010984699882","180000","1203000","2230","1024","1206","0.45919282511210763","0.20520457339963252","24843.50088080995",,
1340,"06075047701","075",Census Tract 477.01,125658.000000000000000,39388.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 477.01; San Francisco County; California","2024","4724","1327","38","2278","718","0.2809060118543607","0.008044030482641828","0.48221845893310755","0.15198983911939035","0.7190939881456393","121923","1546400","2002","926","1076","0.46253746253746253","0.14092237077699865","33522.00203525849",,
1341,"06075060100","075",Census Tract 601,236445.000000000000000,20396.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 601; San Francisco County; California","2024","3901","2193","57","196","867","0.5621635478082543","0.014611638041527814","0.05024352730069213","0.22225070494744936","0.4378364521917457","219750",NA,"1346","9","1337","0.006686478454680535","2.3230244508969715","1679.2763410190266",,
1344,"06075047902","075",Census Tract 479.02,126944.000000000000000,58029.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 479.02; San Francisco County; California","2024","3236","1398","0","1083","521","0.4320148331273177","0","0.334672435105068","0.16100123609394315","0.5679851668726823","125750","1562500","1514","774","740","0.5112285336856011","0.15877584190813027","20380.934285156498",,
500,"06075018000","075",Census Tract 180,183507.000000000000000,31969.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 180; San Francisco County; California","2024","3492","1092","235","1029","924","0.3127147766323024","0.06729667812142039","0.29467353951890035","0.2646048109965636","0.6872852233676976","212439","1085600","1648","320","1328","0.1941747572815534","0.36439103118212585","9583.111825424341",,
227,"06075011902","075",Census Tract 119.02,81995.000000000000000,14042.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 119.02; San Francisco County; California","2024","3032","1074","54","1174","529","0.35422163588390504","0.017810026385224276","0.3872031662269129","0.17447229551451188","0.645778364116095","75625","778600","1745","120","1625","0.06876790830945559","0.03594403206445564","84353.3634335444",,
1044,"06075017804","075",Census Tract 178.04,124674.000000000000000,23390.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 178.04; San Francisco County; California","2024","4380","1555","359","1561","709","0.3550228310502283","0.0819634703196347","0.35639269406392693","0.16187214611872147","0.6449771689497716","134264","961900","2322","854","1468","0.367786391042205","0.12362797667581128","35428.873931065304",,
1046,"06075017602","075",Census Tract 176.02,69671.000000000000000,42665.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 176.02; San Francisco County; California","2024","3560","979","639","1480","211","0.275","0.17949438202247192","0.4157303370786517","0.05926966292134832","0.725",NA,"864100","1546","161","1385","0.10413971539456662","0.10479930294509114","33969.691591033166",,
1339,"06075025100","075",Census Tract 251,131801.000000000000000,31645.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 251; San Francisco County; California","2024","3504","1875","55","716","658","0.5351027397260274","0.01569634703196347","0.204337899543379","0.1877853881278539","0.4648972602739726","165759","1597200","1319","791","528","0.599696739954511","0.21447506601759753","16337.563452305916",,
275,"06075025702","075",Census Tract 257.02,91513.000000000000000,17409.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 257.02; San Francisco County; California","2024","4545","347","2","2923","1099","0.07634763476347635","4.4004400440044003e-4","0.6431243124312431","0.2418041804180418","0.9236523652365236","125473","1113500","1150","777","373","0.6756521739130434","0.20398754615134426","22280.771967460863",,
513,"06075011700","075",Census Tract 117,93500.000000000000000,35927.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 117; San Francisco County; California","2024","1914","855","27","568","335","0.44670846394984326","0.014106583072100314","0.296760710553814","0.17502612330198536","0.5532915360501567","51464","1182500","1105","194","911","0.1755656108597285","0.21261531829620609","9002.173574970273",,
1371,"06075022802","075",Census Tract 228.02,131042.000000000000000,65952.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 228.02; San Francisco County; California","2024","2103","1003","105","267","624","0.47693770803613883","0.04992867332382311","0.12696148359486448","0.2967189728958631","0.5230622919638612","107083","1166200","754","386","368","0.5119363395225465","0.1143103065211369","18397.29123297503",,
514,"06075011800","075",Census Tract 118,41471.000000000000000,4031.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 118; San Francisco County; California","2024","1376","84","20","1098","76","0.061046511627906974","0.014534883720930232","0.7979651162790697","0.055232558139534885","0.938953488372093","43487",NA,"654","9","645","0.013761467889908258","0.021848049938796684","62980.44923252246",,
1190,"06075980900","075",Census Tract 9809,,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 9809; San Francisco County; California","2024","439","80","60","241","23","0.18223234624145787","0.1366742596810934","0.5489749430523918","0.05239179954441914","0.8177676537585421",NA,NA,"238","23","215","0.09663865546218488","1.4421016840369603","304.4168139177824",,
273,"06075022704","075",Census Tract 227.04,250001.000000000000000,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 227.04; San Francisco County; California","2024","4026","1946","108","1037","493","0.48335817188276203","0.026825633383010434","0.25757575757575757","0.12245404868355687","0.516641828117238","250001","1675800","1855","958","897","0.5164420485175202","0.20852884794017407","19306.68125666258",,
1127,"06075061501","075",Census Tract 615.01,239147.000000000000000,77197.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 615.01; San Francisco County; California","2024","1862","686","36","775","288","0.3684210526315789","0.01933404940923738","0.416219119226638","0.15467239527389903","0.631578947368421","229363","1540200","1314","783","531","0.5958904109589042","0.16180817130568462","11507.453455378027",,
1101,"06075060702","075",Census Tract 607.02,141333.000000000000000,90395.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 607.02; San Francisco County; California","2024","2608","376","370","1514","250","0.1441717791411043","0.1418711656441718","0.5805214723926381","0.09585889570552147","0.8558282208588956","147903","486900","1428","333","1095","0.23319327731092437","0.21271473148786768","12260.551875076639",,
272,"06075017801","075",Census Tract 178.01,25625.000000000000000,11814.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 178.01; San Francisco County; California","2024","3019","463","34","2247","189","0.15336204041073204","0.011262007287181186","0.7442861874792978","0.06260351109638954","0.8466379595892679","28408","919600","2247","447","1800","0.19893190921228304","0.08266076706941869","36522.76777766455",,
1099,"06075061401","075",Census Tract 614.01,139038.000000000000000,61995.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 614.01; San Francisco County; California","2024","2815","1423","225","440","453","0.5055062166962699","0.07992895204262877","0.15630550621669628","0.16092362344582592","0.49449378330373006","148598","1164800","1313","927","386","0.7060167555217061","0.1630502920343911","17264.61182544985",,
352,"06075023300","075",Census Tract 233,74844.000000000000000,18195.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 233; San Francisco County; California","2024","3818","394","398","2083","699","0.10319539025667888","0.10424305919329492","0.5455735987427973","0.18308014667365113","0.8968046097433211","89531","928800","1270","725","545","0.5708661417322834","0.24427737903330604","15629.773068260381",,
1048,"06075060703","075",Census Tract 607.03,235371.000000000000000,29217.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 607.03; San Francisco County; California","2024","6388","2607","262","2466","553","0.40810895428929245","0.04101440200375704","0.3860363180964308","0.08656856606136507","0.5918910457107076","179727","921200","2807","1059","1748","0.37727110794442464","0.13474280146615703","47408.84062444298",,
1047,"06075061503","075",Census Tract 615.03,221781.000000000000000,71508.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 615.03; San Francisco County; California","2024","3552","1052","17","1714","721","0.29617117117117114","0.004786036036036036","0.48254504504504503","0.20298423423423423","0.7038288288288288","188441","923100","2087","244","1843","0.1169142309535218","0.09067537693893142","39172.707298390626",,
445,"06075022702","075",Census Tract 227.02,240922.000000000000000,38650.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 227.02; San Francisco County; California","2024","1960","841","1","605","279","0.4290816326530612","5.102040816326531e-4","0.3086734693877551","0.14234693877551022","0.5709183673469388","250001","1730100","966","396","570","0.40993788819875776","0.11620539987648633","16866.686075546113",,
1049,"06075061402","075",Census Tract 614.02,174675.000000000000000,77546.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 614.02; San Francisco County; California","2024","2760","1561","108","606","327","0.5655797101449276","0.0391304347826087","0.21956521739130436","0.11847826086956521","0.4344202898550724","226290","2000001","1228","451","777","0.36726384364820847","0.15289974973383846","18051.043280348684",,
1110,"06075060701","075",Census Tract 607.01,222692.000000000000000,53095.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 607.01; San Francisco County; California","2024","8602","1568","1397","4123","871","0.18228318995582424","0.16240409207161124","0.4793071378749128","0.10125552197163451","0.8177168100441757","231225","1587400","3635","1308","2327","0.3598349381017882","0.4160449509944168","20675.65050228295",,
1050,"06075061502","075",Census Tract 615.02,93403.000000000000000,60966.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 615.02; San Francisco County; California","2024","2500","1646","53","294","330","0.6584","0.0212","0.1176","0.132","0.3416","122422","1554100","1556","346","1210","0.22236503856041132","0.0829303402046238","30145.78251857469",,
1338,"06075023400","075",Census Tract 234,78664.000000000000000,52582.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 234; San Francisco County; California","2024","3536","114","905","955","1151","0.03223981900452489","0.2559389140271493","0.270079185520362","0.32550904977375567","0.9677601809954751","62647","986900","1136","514","622","0.4524647887323944","0.3297614873247919","10722.901660487989",,
287,"06075061200","075",Census Tract 612,107652.000000000000000,26722.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 612; San Francisco County; California","2024","4086","372","820","1124","1714","0.09104258443465492","0.20068526676456191","0.27508565834557025","0.41948115516397455","0.908957415565345","128380","1046900","1197","577","620","0.48203842940685043","0.16419876355674176","24884.474837035",,
1116,"06075061504","075",Census Tract 615.04,247063.000000000000000,42666.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 615.04; San Francisco County; California","2024","2133","335","99","1502","148","0.15705578996718236","0.046413502109704644","0.7041725269573371","0.06938584153774027","0.8429442100328176","231414","1837400","1233","371","862","0.3008921330089213","0.03693159810399356","57755.42108938281",,
1131,"06075061506","075",Census Tract 615.06,250001.000000000000000,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 615.06; San Francisco County; California","2024","4429","1402","216","2470","133","0.31655001128923005","0.048769473921878526","0.5576879656807405","0.030029351998193725","0.6834499887107699","250001","1322700","2587","1118","1469","0.4321608040201005","0.049744123713732574","89035.64218937706",,
1370,"06075022600","075",Census Tract 226,239625.000000000000000,26732.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 226; San Francisco County; California","2024","4452","1957","74","1519","478","0.43957771787960465","0.016621743036837375","0.3411949685534591","0.10736747529200359","0.5604222821203954","232036","1350000","2257","508","1749","0.22507753655294638","0.4545320081920539","9794.689746291511",,
1160,"06075061508","075",Census Tract 615.08,171915.000000000000000,126601.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 615.08; San Francisco County; California","2024","2307","640","171","824","217","0.27741655830082357","0.0741222366710013","0.35717381881231036","0.09406155179887299","0.7225834416991764","157314","1290800","1197","356","841","0.29741019214703424","0.059804829133421354","38575.48016487443",,
351,"06075023200","075",Census Tract 232,122803.000000000000000,35360.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 232; San Francisco County; California","2024","3570","308","808","1166","1124","0.08627450980392157","0.22633053221288515","0.3266106442577031","0.31484593837535013","0.9137254901960784","82019","1058500","1143","705","438","0.6167979002624672","0.32833387089833677","10873.078644710988",,
1132,"06075061505","075",Census Tract 615.05,250001.000000000000000,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 615.05; San Francisco County; California","2024","925","296","93","415","77","0.32","0.10054054054054054","0.4486486486486487","0.08324324324324324","0.6799999999999999","250001","1381300","506","299","207","0.5909090909090909","0.008217441986081223","112565.44330544389",,
350,"06075023102","075",Census Tract 231.02,46786.000000000000000,15041.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 231.02; San Francisco County; California","2024","3231","36","1291","378","1094","0.011142061281337047","0.3995666976168369","0.116991643454039","0.3385948622717425","0.9888579387186629","43882","1122400","1114","426","688","0.38240574506283664","0.19127966415013067","16891.497663149745",,
1054,"06075980600","075",Census Tract 9806,136250.000000000000000,21729.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 9806; San Francisco County; California","2024","1295","238","285","473","186","0.1837837837837838","0.22007722007722008","0.36525096525096523","0.14362934362934363","0.8162162162162162","154375","893200","577","382","195","0.6620450606585788","0.7076897220341426","1829.8979901498733",,
498,"06075023103","075",Census Tract 231.03,29799.000000000000000,4427.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 231.03; San Francisco County; California","2024","4545","56","2145","598","1092","0.012321232123212322","0.47194719471947194","0.13157315731573158","0.24026402640264027","0.9876787678767877","30486",NA,"1550","47","1503","0.03032258064516129","0.45635139673480035","9959.43045758056",,
1374,"06075023001","075",Census Tract 230.01,95052.000000000000000,16391.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 230.01; San Francisco County; California","2024","5108","529","302","3341","775","0.10356303837118246","0.0591229444009397","0.65407204385278","0.15172278778386844","0.8964369616288176","129866","1115700","1271","864","407","0.6797797010228167","0.25879110795783894","19737.92701112502",,
1375,"06075023003","075",Census Tract 230.03,103472.000000000000000,43678.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 230.03; San Francisco County; California","2024","3812","439","324","2287","555","0.11516264428121721","0.08499475341028331","0.5999475341028332","0.14559286463798532","0.8848373557187827","102137","1082500","1195","976","219","0.8167364016736401","0.15610147691677903","24420.01238740526",,
671,"06001990000","001",Census Tract 9900,,,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,,,,,,,,,,,,,,,,,,,,,,42025400.000000,
940,"06001422000","001",Census Tract 4220,140331.000000000000000,17431.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4220; Alameda County; California","2024","2470","1185","244","598","162","0.4797570850202429","0.09878542510121457","0.24210526315789474","0.06558704453441296","0.5202429149797572","116779","973000","1295","293","1002","0.22625482625482626","2.1151344240666643","1167.7744789624544",378276250.210000,153148.279
56,"06001420402","001",Census Tract 4204.02,58835.000000000000000,15983.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4204.02; Alameda County; California","2024","1596","518","31","671","305","0.32456140350877194","0.019423558897243107","0.42042606516290726","0.19110275689223058","0.6754385964912281","98059",NA,"563","0","563","0","0.440105628552733","3626.4021554288506",167894008.860000,105196.747
671,"06001990000","001",Census Tract 9900,,,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,,,,,,,,,,,,,,,,,,,,,,42025400.000000,
169,"06001425101","001",Census Tract 4251.01,81722.000000000000000,22140.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4251.01; Alameda County; California","2024","1601","705","61","487","179","0.44034978138663333","0.038101186758276076","0.30418488444722047","0.11180512179887571","0.5596502186133667","95435","516000","1260","556","704","0.44126984126984126","0.45342525555089574","3530.9016875446014",136545656.540000,85287.731
1223,"06001428700","001",Census Tract 4287,117153.000000000000000,53698.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,San Francisco,"Census Tract 4287; Alameda County; California","2024","5600","1293","738","2273","872","0.23089285714285715","0.13178571428571428","0.40589285714285717","0.15571428571428572","0.7691071428571429","191528","1426900","1787","854","933","0.4778959149412423","3.4256445114849763","1634.7288754642163",110004900.000000,19643.732
357,"06001407300","001",Census Tract 4073,77813.000000000000000,19635.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4073; Alameda County; California","2024","2513","343","176","341","1578","0.13649025069637882","0.0700358137684043","0.13569438917628332","0.6279347393553522","0.8635097493036212","81917","565000","701","297","404","0.42368045649072755","0.997739277651007","2518.6940679697354",249243400.000000,99181.616
373,"06001428100","001",Census Tract 4281,155071.000000000000000,17796.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,,,,,,,,,,,,,,,,,,,,,,21166200.000000,
436,"06001428301","001",Census Tract 4283.01,191875.000000000000000,14967.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4283.01; Alameda County; California","2024","6618","1951","68","2864","1264","0.294802055001511","0.010275007555152614","0.43275914173466307","0.1909942580840133","0.705197944998489","177551","989200","2241","1971","270","0.8795180722891566","1.7585422026748492","3763.3444280914164",22053000.000000,3332.276
477,"06001427100","001",Census Tract 4271,215045.000000000000000,49975.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4271; Alameda County; California","2024","4036","2365","43","639","584","0.58597621407334","0.010654112983151635","0.1583250743310208","0.14469772051536176","0.41402378592666","233846","1429500","1356","1102","254","0.8126843657817109","0.45523037291695595","8865.8407701110391",104312400.000000,25845.491
1120,"06075990200","075",Census Tract 9902,,,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,,,,,,,,,,,,,,,,,,,,,,30237000.000000,
